utterance,intent,category,tags
i have tto update my delivery address can i get some help,change_shipping_address,SHIPPING_ADDRESS,BCILQZ
I have chosen a wrong shipping address,change_shipping_address,SHIPPING_ADDRESS,B
assistance with a shipping address change,change_shipping_address,SHIPPING_ADDRESS,B
I want to change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
information about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I'm looking for information about modifying my address,change_shipping_address,SHIPPING_ADDRESS,BELQ
I want to know more about changing the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
i have problems trying to correct my shipping address,change_shipping_address,SHIPPING_ADDRESS,BLMQ
question about a shipping address change,change_shipping_address,SHIPPING_ADDRESS,B
I can't change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I need supports trying to edit my address,change_shipping_address,SHIPPING_ADDRESS,BLM
can you help me to correct the delivery address?,change_shipping_address,SHIPPING_ADDRESS,BIL
i need assistance trying to update my delivery address,change_shipping_address,SHIPPING_ADDRESS,BLQ
I have an issue changing the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I have a question about a shipping address change,change_shipping_address,SHIPPING_ADDRESS,B
assistance editing my delivery address,change_shipping_address,SHIPPING_ADDRESS,BL
could you help me to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BIP
I nede support trying to correct the delivery address,change_shipping_address,SHIPPING_ADDRESS,BLZ
I am looking for information about a shipping address change,change_shipping_address,SHIPPING_ADDRESS,BE
tell me about a shipping address change,change_shipping_address,SHIPPING_ADDRESS,B
where to change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
could you help me to change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BIP
how could I change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BIP
can you help me changing my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
I do not know how I can change my shipping address,change_shipping_address,SHIPPING_ADDRESS,BE
I do not know how to change the shipping address,change_shipping_address,SHIPPING_ADDRESS,BE
I have put my old address by mistake,change_shipping_address,SHIPPING_ADDRESS,B
I cannot corrdct my shipping address,change_shipping_address,SHIPPING_ADDRESS,BELZ
need assistance to edit my delivery address,change_shipping_address,SHIPPING_ADDRESS,BLQ
tell me more about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I am trying to edit my address,change_shipping_address,SHIPPING_ADDRESS,BL
my shipping address changed,change_shipping_address,SHIPPING_ADDRESS,B
is it possible to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
i dont know hwat i need to do to edit the shipping address,change_shipping_address,SHIPPING_ADDRESS,BLQZ
I have to change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
i do not know what to do to correct my shipping  address,change_shipping_address,SHIPPING_ADDRESS,BELQZ
information about updating my shipping address,change_shipping_address,SHIPPING_ADDRESS,BL
how do I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
problem with a shipping address change,change_shipping_address,SHIPPING_ADDRESS,B
I have issues trying to change my shipping address,change_shipping_address,SHIPPING_ADDRESS,BM
I would like to know more about a shipping address change,change_shipping_address,SHIPPING_ADDRESS,BP
i have a trouble trying to modify the shipping address,change_shipping_address,SHIPPING_ADDRESS,BLQ
how to correct my address?,change_shipping_address,SHIPPING_ADDRESS,BIL
i have errors trying to update the delivery address,change_shipping_address,SHIPPING_ADDRESS,BLMQ
I have got to change the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
tell me about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I don't know what to do to change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I don't know how I can change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
can you tell me more about changing my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
what do I need to do to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
assistance to change the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
help changing the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
need to modify thedelivery address can uhelp me,change_shipping_address,SHIPPING_ADDRESS,BCILQZ
what do I have to do to change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
I try to change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I have an issue trying to correct the address,change_shipping_address,SHIPPING_ADDRESS,BL
give me information about a delivery address change,change_shipping_address,SHIPPING_ADDRESS,BL
where do I change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
give me information about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I need help changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I have issues trying to change the shipping address,change_shipping_address,SHIPPING_ADDRESS,BM
I don't know how I could change the shipping address,change_shipping_address,SHIPPING_ADDRESS,BP
i want assistance to change the address,change_shipping_address,SHIPPING_ADDRESS,BLQ
give me information about a shipping address change,change_shipping_address,SHIPPING_ADDRESS,B
there is a problem trying to correct the delivery address,change_shipping_address,SHIPPING_ADDRESS,BL
need support correcting my goddamn delivery address,change_shipping_address,SHIPPING_ADDRESS,BLQW
how can I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
where can I get information about a shipping address change?,change_shipping_address,SHIPPING_ADDRESS,BI
support trying to correct my shipping address,change_shipping_address,SHIPPING_ADDRESS,BL
find information about a shipping address change,change_shipping_address,SHIPPING_ADDRESS,B
error editing shipping address,change_shipping_address,SHIPPING_ADDRESS,BKL
could you help me change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BIP
I don't know what to do to change the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
i chose a wrong delivery address by mistake can i correct it,change_shipping_address,SHIPPING_ADDRESS,BCILQ
i do not know how i can edit my address,change_shipping_address,SHIPPING_ADDRESS,BELQ
where to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
help me changing the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
there are troubles updating the address,change_shipping_address,SHIPPING_ADDRESS,BLM
I need help trying to change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
can you help me change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
I would like to know about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,BP
tell me about changing the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
can I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
there is a problem updating my shipping address,change_shipping_address,SHIPPING_ADDRESS,BL
I do not knlw what I have to do to correct the address,change_shipping_address,SHIPPING_ADDRESS,BELZ
I need assistance to change the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
where could I change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BIP
where could I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BIP
I would like to know more about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,BP
issues changing shipping address,change_shipping_address,SHIPPING_ADDRESS,BKM
I can't change the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I am trying to change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I am trying to change the shipping address,change_shipping_address,SHIPPING_ADDRESS,B
change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
how to change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
could you help me changing my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BIP
I put my old address by mistake,change_shipping_address,SHIPPING_ADDRESS,B
where do I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
assistance changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
I have troubles trying to modify the address,change_shipping_address,SHIPPING_ADDRESS,BLM
I want assistance changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,B
where can I change my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI
